"Provincia"|||"Municipio"|||"Localidad"|||"Código postal"|||"Dirección"|||"Margen"|||"Longitud"|||"Latitud"|||"Toma de datos"|||"Precio gasolina 95 E5"|||"Precio gasolina 95 E10"|||"Precio gasolina 95 E5 Premium"|||"Precio gasolina 98 E5"|||"Precio gasolina 98 E10"|||"Precio gasóleo A"|||"Precio gasóleo Premium"|||"Precio gasóleo B"|||"Precio gasóleo C"|||"Precio bioetanol"|||"% bioalcohol"|||"Precio biodiésel"|||"% éster metílico"|||"Precio gases licuados del petróleo"|||"Precio gas natural comprimido"|||"Precio gas natural licuado"|||"Precio hidrógeno"|||"Rótulo"|||"Tipo venta"|||"Rem."|||"Horario"|||"Tipo servicio"|||
"BARCELONA"|||"VILASSAR DE MAR"|||"VILASSAR DE MAR"|||"08340"|||"CARRETERA NACIONAL II KM. 639,5"|||"I"|||"2,379111"|||"41,495722"|||"18/05/2023 00:00"|||"1,669"|||""|||""|||"1,811"|||""|||"1,439"|||"1,529"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BP PLANAMAR"|||"P"|||"OM"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"AIGUAVIVA"|||"AIGUAVIVA"|||"17181"|||"AUTOVIA A2 KM. 708"|||"I"|||"2,791306"|||"41,917028"|||"15/05/2023 07:07"|||"1,689"|||""|||""|||"1,849"|||""|||"1,499"|||"1,569"|||"1,399"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-S: 06:00-22:00; D: 07:00-22:00"|||"L-S: 06:00-22:00 (A); D: 07:00-22:00 (A)"|||
"GIRONA"|||"AIGUAVIVA"|||"AIGUAVIVA"|||"17181"|||"AUTOVIA AP- 7 KM. 70,5"|||"I"|||"2,773667"|||"41,906778"|||"18/05/2023 18:20"|||"1,664"|||""|||""|||"1,784"|||""|||"1,474"|||"1,564"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 24H"|||"Sin datos"|||
"GIRONA"|||"AMER"|||"AMER"|||"17170"|||"CARRETERA C-63 KM. 48,61"|||"D"|||"2,591833"|||"42,022694"|||"06/05/2023 00:00"|||"1,649"|||""|||""|||"1,819"|||""|||"1,449"|||"1,539"|||"1,399"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-14:30"|||"L-V: 06:00-22:00 (P); S: 07:00-22:00 (P); D: 08:00-14:30 (P)"|||
"GIRONA"|||"ANGLÈS"|||"ANGLES"|||"17160"|||"CARRETERA N-141 KM. 102"|||"I"|||"2,649083"|||"41,958250"|||"17/05/2023 18:38"|||"1,659"|||""|||""|||"1,786"|||""|||"1,479"|||"1,556"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"dm"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"ANGLÈS"|||"ANGLES"|||"17160"|||"CALLE ILLES1 Y 2, PLAN PARCIAL SECTOR CUC, S/N"|||"N"|||"2,634361"|||"41,958167"|||"18/05/2023 16:00"|||"1,539"|||""|||""|||""|||""|||"1,379"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"SHELL"|||"P"|||"OM"|||"L-S: 24H"|||"L-S: 24H (D)"|||
"GIRONA"|||"ARBÚCIES"|||"ARBUCIES"|||"17401"|||"POLIGONO PONT CREMAT, 2"|||"N"|||"2,531722"|||"41,810611"|||"15/05/2023 10:30"|||"1,398"|||""|||""|||""|||""|||"1,257"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BONAREA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"ARBÚCIES"|||"ARBUCIES"|||"17401"|||"CARRETERA CARRETERA SANT HILARI ARBÚCIES KM 16.300 KM. 16,300"|||"D"|||"2,520000"|||"41,817639"|||"06/05/2023 00:00"|||"1,629"|||""|||""|||"1,779"|||""|||"1,449"|||"1,499"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"ARBÚCIES"|||"ARBUCIES"|||"17401"|||"CTRA. ARBÚCIES-VILADRAU"|||"I"|||"2,435917"|||"41,853056"|||"15/05/2023 12:30"|||"1,459"|||""|||""|||""|||""|||"1,299"|||"1,389"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ZONA DIESEL "|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"AVINYONET DE PUIGVENTÓS"|||"AVINYONET DE PUIGVENTOS"|||"17742"|||"CARRETERA C-260 DE BESALU A ROSES KM. 41,000"|||"I"|||"2,947778"|||"42,258083"|||"15/05/2023 10:12"|||"1,579"|||""|||""|||"1,749"|||""|||"1,369"|||"1,419"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"E.S.AVINYONET"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BANYOLES"|||"BANYOLES"|||"17820"|||"CALLE DE LA BASSA DEL CANEM, 22"|||"N"|||"2,775639"|||"42,112611"|||"18/05/2023 11:00"|||"1,459"|||""|||""|||""|||""|||"1,319"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BANYOLES"|||"BANYOLES"|||"17820"|||"RONDA CANALETA, 63"|||"D"|||"2,776778"|||"42,116833"|||"17/05/2023 15:00"|||"1,639"|||""|||""|||""|||""|||"1,429"|||"1,509"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"AVIA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BANYOLES"|||"BANYOLES"|||"17820"|||"CL ALFONSO XII, 161"|||"I"|||"2,763417"|||"42,123361"|||"18/05/2023 00:00"|||"1,669"|||""|||""|||"1,779"|||""|||"1,439"|||"1,509"|||""|||""|||""|||""|||""|||""|||"0,929"|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"BANYOLES"|||"BANYOLES"|||"17820"|||"CRTA. C-150 km 16,630"|||"I"|||"2,777944"|||"42,108583"|||"15/05/2023 10:15"|||"1,649"|||""|||""|||"1,749"|||""|||"1,429"|||"1,499"|||"1,299"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"POSTE DE MATA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BANYOLES"|||"BANYOLES"|||"17820"|||"CRTA. C-150 km 16,700"|||"D"|||"2,778500"|||"42,109083"|||"12/05/2023 12:40"|||"1,449"|||""|||""|||"1,689"|||""|||"1,299"|||"1,459"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"POSTE DE MATA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (D)"|||
"GIRONA"|||"BANYOLES"|||"BANYOLES"|||"17820"|||"PASEO DE LA FARGA, S/N"|||"N"|||"2,791528"|||"42,101333"|||"17/05/2023 09:00"|||"1,459"|||""|||""|||""|||""|||"1,349"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CONDIS"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BÀSCARA"|||"BASCARA"|||"17483"|||"CARRETERA GI-623 KM. 1,8"|||"I"|||"2,922361"|||"42,126444"|||"17/05/2023 00:01"|||"1,619"|||""|||""|||""|||""|||"1,429"|||""|||"1,109"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"MLC"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (P)"|||
"GIRONA"|||"BEGUR"|||"BEGUR"|||"17255"|||"CARRER DE LA CREU, 30"|||"N"|||"3,206028"|||"41,951194"|||"18/05/2023 00:00"|||"1,682"|||""|||""|||"1,825"|||""|||"1,452"|||"1,543"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""BP"BEGUR"|||"P"|||"dm"|||"L-D: 08:00-14:00 y 17:00-20:00"|||"Sin datos"|||
"GIRONA"|||"BEGUR"|||"BEGUR"|||"17255"|||"CALLE DELS SALINCS, 11"|||"D"|||"3,159889"|||"41,935583"|||"18/05/2023 12:44"|||"1,598"|||""|||""|||""|||""|||"1,277"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ANEU OIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BELLCAIRE D'EMPORDÀ"|||"BELLCAIRE D'EMPORDA"|||"17141"|||"CARRETERA GI-632 KM. 2,4"|||"I"|||"3,093861"|||"42,071000"|||"12/05/2023 19:54"|||"1,559"|||""|||""|||""|||""|||"1,359"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"FULL  ENERGY BELLCAIRE D'EMPORDA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BESALÚ"|||"BESALU"|||"17850"|||"CARRETERA N-260 KM. 63"|||"I"|||"2,691889"|||"42,202083"|||"18/05/2023 00:00"|||"1,619"|||""|||""|||"1,749"|||""|||"1,405"|||"1,495"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-S: 07:00-21:00; D: 07:00-14:00"|||"D: 07:00-14:00 (A)"|||
"GIRONA"|||"BESCANÓ"|||"BESCANO"|||"17162"|||"CARRETERA N-142E KM. 110,5"|||"I"|||"2,746250"|||"41,967889"|||"16/05/2023 11:43"|||"1,519"|||""|||""|||""|||""|||"1,359"|||"1,419"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETROLIS INDEPENDENTS - PETRO7"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BESCANÓ"|||"BESCANO"|||"17162"|||"CARRER CAN CULEBRA, PARCELA 44, S/N"|||"N"|||"2,771639"|||"41,964278"|||"12/05/2023 19:13"|||"1,439"|||""|||""|||""|||""|||"1,259"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETROLIS DE BARCELONA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (D)"|||
"GIRONA"|||"BISBAL D'EMPORDÀ (LA)"|||"BISBAL D'EMPORDA(LA)"|||"17100"|||"CARRETERA C-255 KM. 23,175"|||"I"|||"3,030917"|||"41,970861"|||"18/05/2023 18:20"|||"1,644"|||""|||""|||"1,804"|||""|||"1,444"|||"1,514"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"Sin datos"|||
"GIRONA"|||"BISBAL D'EMPORDÀ (LA)"|||"BISBAL D'EMPORDA(LA)"|||"17100"|||"CALLE L'AIGÜETA PI B2 PARCELA 11, S/N"|||"N"|||"3,031139"|||"41,967583"|||"18/05/2023 13:20"|||"1,479"|||""|||""|||"1,749"|||""|||"1,319"|||"1,389"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"Q8"|||"P"|||"dm"|||"L-D: 24H"|||"Sin datos"|||
"GIRONA"|||"BISBAL D'EMPORDÀ (LA)"|||"BISBAL D'EMPORDA(LA)"|||"17100"|||"POLIGONO DE LA AIGUETA, S/N"|||"N"|||"3,031222"|||"41,967528"|||"17/05/2023 09:00"|||"1,459"|||""|||""|||""|||""|||"1,299"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CONDIS"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BIURE"|||"BIURE"|||"17723"|||"CRTA N-II km 764"|||"D"|||"2,919917"|||"42,337167"|||"16/05/2023 23:00"|||"1,657"|||""|||""|||"1,787"|||""|||"1,467"|||"1,567"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BP"|||"P"|||"dm"|||"L-V: 24H; S-D: 07:00-23:00"|||"L-V: 24H (A); S-D: 07:00-23:00 (A)"|||
"GIRONA"|||"BIURE"|||"BIURE"|||"17723"|||"CR N-II MADRID-FRANCIA KM  764"|||"I"|||"2,920083"|||"42,337278"|||"16/05/2023 23:00"|||"1,657"|||""|||""|||"1,787"|||""|||"1,467"|||"1,567"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BP"|||"P"|||"dm"|||"L-D: 07:00-23:00"|||"Sin datos"|||
"GIRONA"|||"BLANES"|||"BLANES"|||"17300"|||"CARRETERA ACCES COSTA BRAVA KM. 22"|||"D"|||"2,800944"|||"41,689250"|||"15/05/2023 09:50"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"1,069"|||""|||""|||""|||"REPSOL BUTANO"|||"P"|||"dm"|||"L-V: 09:00-13:00 y 15:00-19:00; S: 09:00-13:00"|||"L-V: 09:00-13:00 (A), 15:00-19:00 (A); S: 09:00-13:00 (A)"|||
"GIRONA"|||"BLANES"|||"BLANES"|||"17300"|||"AVENIDA EUROPA, D', 46"|||"N"|||"2,773833"|||"41,679917"|||"18/05/2023 13:20"|||"1,529"|||""|||""|||"1,709"|||""|||"1,399"|||"1,469"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"Q8"|||"P"|||"dm"|||"L-D: 24H"|||"Sin datos"|||
"GIRONA"|||"BLANES"|||"BLANES"|||"17300"|||"AVINGUDA EUROPA, 47"|||"N"|||"2,774667"|||"41,675778"|||"18/05/2023 18:20"|||"1,654"|||""|||""|||"1,774"|||""|||"1,434"|||"1,504"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-V: 07:00-21:00; S-D: 08:00-20:00"|||"Sin datos"|||
"GIRONA"|||"BLANES"|||"BLANES"|||"17300"|||"CARRETERA GI-682 KM. 6,965"|||"D"|||"2,801000"|||"41,688500"|||"15/05/2023 18:01"|||"1,569"|||""|||""|||"2,139"|||""|||"1,399"|||"1,979"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"dm"|||"L-D: 24H"|||"Sin datos"|||
"GIRONA"|||"BLANES"|||"BLANES"|||"17300"|||"CARRER ACCES COSTA BRAVA, 136"|||"I"|||"2,778028"|||"41,678833"|||"18/05/2023 00:00"|||"1,669"|||""|||""|||"1,819"|||""|||"1,449"|||"1,539"|||""|||""|||""|||""|||""|||""|||"0,929"|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"BLANES"|||"BLANES"|||"17300"|||"AVENIDA EUROPA, 57"|||"D"|||"2,773556"|||"41,679000"|||"17/05/2023 18:00"|||"1,439"|||""|||""|||""|||""|||"1,279"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GM OIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BLANES"|||"BLANES"|||"17300"|||"CARRETERA GI-600 KM. 1"|||"D"|||"2,769889"|||"41,684167"|||"15/05/2023 13:11"|||"1,549"|||""|||""|||""|||""|||"1,399"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETROLOWCOST"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"BORRASSÀ"|||"BORRASSA"|||"17770"|||"CARRETERA CTRA N II KM. 747"|||"I"|||"2,947806"|||"42,215194"|||"18/05/2023 18:20"|||"1,614"|||""|||""|||"1,764"|||""|||"1,434"|||"1,494"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"Sin datos"|||
"GIRONA"|||"BRUNYOLA"|||"BRUNYOLA"|||"17441"|||"CARRETERA C63 KM. 32,200"|||"I"|||"2,661139"|||"41,907389"|||"14/05/2023 00:00"|||"1,669"|||""|||""|||"1,799"|||""|||"1,439"|||"1,489"|||"1,219"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00"|||"L-V: 06:00-22:00 (P); S: 07:00-22:00 (P); D: 08:00-22:00 (P)"|||
"GIRONA"|||"CABANELLES"|||"CABANELLES"|||"17746"|||"CARRETERA N-260 KM. 50"|||"N"|||"2,823750"|||"42,221000"|||"16/05/2023 09:27"|||"1,659"|||""|||""|||"1,799"|||""|||"1,459"|||"1,529"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"dm"|||"L-D: 06:00-22:00"|||"Sin datos"|||
"GIRONA"|||"CADAQUÉS"|||"CADAQUES"|||"17488"|||"CALLE SERIÑANA, 18"|||"I"|||"3,276167"|||"42,290083"|||"18/05/2023 00:00"|||"1,619"|||""|||""|||"1,769"|||""|||"1,409"|||"1,459"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L: 07:00-21:00"|||"Sin datos"|||
"GIRONA"|||"CALDES DE MALAVELLA"|||"CALDES DE MALAVELLA"|||"17455"|||"CARRETERA C-35 KM. 92"|||"I"|||"2,854722"|||"41,805500"|||"15/05/2023 13:59"|||"1,569"|||""|||""|||"1,719"|||""|||"1,329"|||"1,399"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 06:00-22:00"|||"Sin datos"|||
"GIRONA"|||"CALDES DE MALAVELLA"|||"CALDES DE MALAVELLA"|||"17455"|||"CARRETERA C-35 KM. 92,800"|||"D"|||"2,854944"|||"41,804833"|||"15/05/2023 13:56"|||"1,549"|||""|||""|||""|||""|||"1,309"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ES MALAVELLA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CALDES DE MALAVELLA"|||"CALDES DE MALAVELLA"|||"17455"|||"CARRETERA N-II KM. 701"|||"D"|||"2,773750"|||"41,852806"|||"15/05/2023 12:30"|||"1,479"|||""|||""|||""|||""|||"1,319"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ZONA DIESEL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CALDES DE MALAVELLA"|||"CALDES DE MALAVELLA"|||"17455"|||"CALLE SANT SEBASTIÀ, 41"|||"D"|||"2,799389"|||"41,836556"|||"17/05/2023 09:07"|||"1,489"|||""|||""|||""|||""|||"1,339"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"OILAREA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CALONGE"|||"CALONGE"|||"17251"|||"CARRER VAREMA, 1"|||"D"|||"3,080361"|||"41,853611"|||"18/05/2023 12:45"|||"1,599"|||""|||""|||""|||""|||"1,298"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ANEU OIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CALONGE"|||"CALONGE"|||"17251"|||"AVENIDA DE LA CERDANYA, S/N"|||"D"|||"3,117444"|||"41,850139"|||"16/05/2023 06:00"|||"1,669"|||""|||""|||"1,819"|||""|||"1,509"|||"1,559"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CALONGE"|||"CALONGE"|||"17251"|||"CARRETERA GE-667 KM. 1"|||"D"|||"3,072694"|||"41,858389"|||"18/05/2023 00:00"|||"1,649"|||""|||""|||"1,799"|||""|||"1,419"|||"1,509"|||""|||""|||""|||""|||""|||""|||"0,919"|||""|||""|||""|||"PETRONOR"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"CALONGE"|||"CALONGE"|||"17251"|||"CARRETERA CTRA. C-253, P.K. 47,5 KM. 47,5"|||"I"|||"3,086000"|||"41,836833"|||"18/05/2023 18:20"|||"1,624"|||""|||""|||"1,714"|||""|||"1,394"|||"1,484"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 24H"|||"Sin datos"|||
"GIRONA"|||"CAMPELLES"|||"CAMPELLES"|||"17534"|||"CARRETERA N-152 KM. 118"|||"D"|||"2,160667"|||"42,286806"|||"18/05/2023 00:00"|||"1,619"|||""|||""|||""|||""|||"1,409"|||"1,459"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (P)"|||
"GIRONA"|||"CAMPRODON"|||"CAMPRODON"|||"17867"|||"CARRETERA C-151 KM. 23"|||"I"|||"2,359167"|||"42,304222"|||"18/05/2023 00:00"|||"1,639"|||""|||""|||"1,749"|||""|||"1,409"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"CAPMANY"|||"CAPMANY"|||"17750"|||"CARRETERA A-II KM. 770,35"|||"D"|||"2,890583"|||"42,380333"|||"18/05/2023 15:00"|||"1,659"|||""|||""|||"1,799"|||""|||"1,454"|||"1,534"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"SHELL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"Sin datos"|||
"GIRONA"|||"CAPMANY"|||"CAPMANY"|||"17750"|||"CARRETERA A-II KM. 770,52"|||"I"|||"2,889167"|||"42,381222"|||"18/05/2023 15:00"|||"1,659"|||""|||""|||"1,799"|||""|||"1,454"|||"1,534"|||"1,447"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"SHELL"|||"P"|||"OM"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CASSÀ DE LA SELVA"|||"CASSA DE LA SELVA"|||"17244"|||"CALLE DE LA VIA, 98"|||"D"|||"2,865194"|||"41,890417"|||"18/05/2023 12:46"|||"1,599"|||""|||""|||""|||""|||"1,288"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ANEUOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CASSÀ DE LA SELVA"|||"CASSA DE LA SELVA"|||"17244"|||"CARRETERA C-65 KM. 22,3"|||"D"|||"2,853861"|||"41,906917"|||"18/05/2023 00:00"|||"1,649"|||""|||""|||"1,799"|||""|||"1,429"|||"1,479"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 24H"|||"L-D: 24H (D)"|||
"GIRONA"|||"CASSÀ DE LA SELVA"|||"CASSA DE LA SELVA"|||"17244"|||"CARRETERA C-65 KM. 22,3"|||"I"|||"2,853139"|||"41,906194"|||"18/05/2023 00:00"|||"1,649"|||""|||""|||"1,799"|||""|||"1,429"|||"1,479"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00"|||"L-V: 06:00-22:00 (P); S: 07:00-22:00 (P); D: 08:00-22:00 (P)"|||
"GIRONA"|||"CASSÀ DE LA SELVA"|||"CASSA DE LA SELVA"|||"17244"|||"CARRETERA CR C-250 GERONA-SAN FELIU KM. 11,800"|||"N"|||"2,868111"|||"41,891611"|||"05/05/2023 10:16"|||"1,649"|||""|||""|||"1,810"|||""|||"1,449"|||"1,539"|||"1,249"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"RABELL"|||"P"|||"dm"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"CASSÀ DE LA SELVA"|||"CASSA DE LA SELVA"|||"17244"|||"CARRETERA C-65 KM. 16,12"|||"N"|||"2,884944"|||"41,861222"|||"14/05/2023 20:39"|||"1,449"|||""|||""|||""|||""|||"1,279"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BENZINERA CASSÀ DE LA SELVA"|||"P"|||"OM"|||"L-D: 24H"|||"Sin datos"|||
"GIRONA"|||"CASTELLÓ D'EMPÚRIES"|||"CASTELLO D'EMPURIES"|||"17486"|||"CARRER SANT MAURICI, 21"|||"N"|||"3,106750"|||"42,256611"|||"18/05/2023 11:00"|||"1,469"|||""|||""|||""|||""|||"1,309"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CASTELLÓ D'EMPÚRIES"|||"CASTELLO D'EMPURIES"|||"17486"|||"CALLE ORLINA, S/N"|||"D"|||"3,094722"|||"42,252806"|||"18/05/2023 00:00"|||"1,669"|||""|||""|||"1,819"|||""|||"1,439"|||"1,529"|||""|||""|||""|||""|||""|||""|||"0,909"|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"GIRONA"|||"CASTELLÓ D'EMPÚRIES"|||"CASTELLO D'EMPURIES"|||"17486"|||"AVENIDA JOAN CARLES, 44"|||"D"|||"3,117250"|||"42,248500"|||"17/05/2023 11:35"|||"1,429"|||""|||""|||"1,599"|||""|||"1,269"|||"1,299"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"AVANZA OIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 00:00-07:00 (D), 07:00-23:00 (A), 23:00-23:59 (D)"|||
"GIRONA"|||"CASTELLÓ D'EMPÚRIES"|||"CASTELLO D'EMPURIES"|||"17486"|||"C260 km 38.5"|||"N"|||"3,104500"|||"42,263500"|||"18/05/2023 15:04"|||"1,614"|||""|||""|||"1,754"|||""|||"1,384"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"E.S.MEX"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CASTELLÓ D'EMPÚRIES"|||"CASTELLO D'EMPURIES"|||"17486"|||"CALLE C/ CLOSA DELS FRARES, CANTONADA C/ ALT EMPORDÀ, S/N"|||"D"|||"3,074472"|||"42,250833"|||"18/05/2023 11:00"|||"1,459"|||""|||""|||""|||""|||"1,319"|||"1,369"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"GIRONA"|||"CASTELL-PLATJA D'ARO"|||"CASTELL D'ARO"|||"17249"|||"AVENIDA PARIS, 6"|||"D"|||"3,057000"|||"41,816389"|||"18/05/2023 00:00"|||"1,669"|||""|||""|||"1,811"|||""|||"1,429"|||"1,519"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BP PLATJA D'ARO"|||"P"|||"OM"|||"L: 07:00-23:00"|||"L: 07:00-23:00 (A)"|||
