"Provincia"|||"Municipio"|||"Localidad"|||"Código postal"|||"Dirección"|||"Margen"|||"Longitud"|||"Latitud"|||"Toma de datos"|||"Precio gasolina 95 E5"|||"Precio gasolina 95 E10"|||"Precio gasolina 95 E5 Premium"|||"Precio gasolina 98 E5"|||"Precio gasolina 98 E10"|||"Precio gasóleo A"|||"Precio gasóleo Premium"|||"Precio gasóleo B"|||"Precio gasóleo C"|||"Precio bioetanol"|||"% bioalcohol"|||"Precio biodiésel"|||"% éster metílico"|||"Precio gases licuados del petróleo"|||"Precio gas natural comprimido"|||"Precio gas natural licuado"|||"Precio hidrógeno"|||"Rótulo"|||"Tipo venta"|||"Rem."|||"Horario"|||"Tipo servicio"|||
"BARCELONA"|||"HOSPITALET DE LLOBREGAT (L')"|||"HOSPITALET DE LLOBREGAT (L')"|||"08246"|||"AUTOVIA CASTELLDEFELS KM. 2,7"|||"D"|||"2,111750"|||"41,346472"|||"18/05/2023 16:00"|||"1,469"|||""|||""|||""|||""|||"1,329"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 24H"|||"Sin datos"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVENIDA MESTRE MUNTAMER, 56"|||"D"|||"1,620222"|||"41,587500"|||"16/05/2023 10:04"|||"1,628"|||""|||""|||"1,789"|||""|||"1,415"|||"1,499"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVENIDA EUROPA, 26"|||"D"|||"1,632000"|||"41,595833"|||"16/05/2023 10:25"|||"1,628"|||""|||""|||"1,789"|||""|||"1,415"|||"1,499"|||""|||""|||""|||""|||""|||""|||"0,998"|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 07:00-22:00"|||"L-D: 07:00-22:00 (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"CALLE GUIMARAES, S/N"|||"N"|||"1,622333"|||"41,589056"|||"15/05/2023 15:00"|||""|||""|||"1,519"|||""|||""|||"1,309"|||"1,339"|||""|||""|||"1,862"|||""|||"1,309"|||""|||""|||""|||""|||""|||"PETROMIRALLES"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"CALLE EL REC CANTONADA JOAN MERCADER, S/N"|||"N"|||"1,613750"|||"41,576000"|||"15/05/2023 15:00"|||""|||""|||"1,519"|||"1,656"|||""|||"1,309"|||"1,339"|||""|||""|||""|||""|||""|||""|||"0,969"|||""|||""|||""|||"PETROMIRALLES"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"CALLE ALEMANYA, 30"|||"N"|||"1,628611"|||"41,586750"|||"15/05/2023 12:42"|||"1,549"|||""|||""|||""|||""|||"1,389"|||"1,449"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"MEROIL (FER PREU JUST)"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVINGUDA MESTRE MUNTANER, "|||"D"|||"1,611250"|||"41,590778"|||"15/05/2023 13:16"|||"1,617"|||""|||""|||"1,778"|||""|||"1,417"|||"1,508"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"MEROIL, S.L."|||"P"|||"dm"|||"L-D: 06:00-23:00"|||"L-D: 06:00-23:00 (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVINGUDA ANGEL GUIMERA, 15"|||"D"|||"1,608444"|||"41,580972"|||"18/05/2023 00:00"|||"1,609"|||""|||""|||"1,739"|||""|||"1,379"|||"1,429"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETRONOR"|||"P"|||"OM"|||"L-D: 08:00-22:00"|||"L-D: 08:00-22:00 (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVINGUDA MONTSERRAT, 2"|||"D"|||"1,629278"|||"41,576472"|||"18/05/2023 00:00"|||"1,609"|||""|||"1,639"|||"1,739"|||""|||"1,379"|||"1,429"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"CALLE PORTUGAL, 4"|||"D"|||"1,628222"|||"41,596472"|||"18/05/2023 14:01"|||""|||""|||""|||""|||""|||"1,214"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"MESTRANS"|||"P"|||"dm"|||"L-D: 24H"|||"Sin datos"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"CALLE PRAT DE LA RIBA, S/N"|||"I"|||"1,608361"|||"41,580611"|||"15/05/2023 10:51"|||"1,529"|||""|||""|||""|||""|||"1,339"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BY ENERGY"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (D)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVENIDA AVINGUDA MESTRE MUNTANER CANTONADA CARRER LLEIDA, S/N"|||"D"|||"1,627194"|||"41,584750"|||"18/05/2023 11:00"|||"1,439"|||""|||""|||""|||""|||"1,299"|||"1,349"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVENIDA EUROPA, 26"|||"D"|||"1,632000"|||"41,595833"|||"15/05/2023 12:30"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"1,039"|||""|||""|||"HAM IGUALADA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"AVENIDA PAISES CATALANES, S/N"|||"N"|||"1,616917"|||"41,590056"|||"18/05/2023 10:44"|||"1,579"|||""|||""|||""|||""|||"1,379"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CARREFOUR"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"IGUALADA"|||"IGUALADA"|||"08700"|||"CALLE ALEMANYA, 3"|||"D"|||"1,622417"|||"41,591361"|||"15/05/2023 12:40"|||"1,448"|||""|||""|||""|||""|||"1,278"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"FER PREU JUST"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"JORBA"|||"JORBA"|||"08719"|||"AUTOVIA A-2 KM 543    MARGEN DERECHO KM. "|||"D"|||"1,509722"|||"41,618806"|||"16/05/2023 16:33"|||"1,684"|||""|||""|||"1,822"|||""|||"1,475"|||"1,584"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"JORBA"|||"JORBA"|||"08719"|||"AUTOVIA A-2 KM. 543"|||"I"|||"1,509833"|||"41,619444"|||"16/05/2023 16:48"|||"1,684"|||""|||""|||"1,822"|||""|||"1,475"|||"1,584"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"JORBA"|||"JORBA"|||"08519"|||"AUTOVIA AUTOVIA A-2 KM. 545"|||"I"|||"1,540750"|||"41,602306"|||"15/05/2023 10:30"|||"1,397"|||""|||""|||"1,495"|||""|||"1,256"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BONAREA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"LLAGOSTA (LA)"|||"LLAGOSTA (LA)"|||"08120"|||"CARRER CA MONTSENY CANTONADA RIERA SECA, S/N"|||"D"|||"2,197750"|||"41,505000"|||"15/05/2023 08:41"|||""|||""|||""|||""|||""|||"1,269"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"NUROIL"|||"P"|||"dm"|||"L: 24H"|||"L: 24H (A)"|||
"BARCELONA"|||"LLIÇÀ D'AMUNT"|||"LLIÇA D'AMUNT"|||"08186"|||"AVENIDA PAÏSOS CATALANS, 17"|||"D"|||"2,243639"|||"41,605833"|||"18/05/2023 11:00"|||"1,439"|||""|||""|||""|||""|||"1,309"|||"1,359"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"LLIÇÀ D'AMUNT"|||"LLIÇA D'AMUNT"|||"08186"|||"CARRETERA BV 1432 KM. 2300"|||"D"|||"2,252639"|||"41,609361"|||"16/05/2023 14:14"|||"1,559"|||""|||""|||"1,759"|||""|||"1,369"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GASUIR"|||"P"|||"dm"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"LLIÇÀ D'AMUNT"|||"LLIÇA D'AMUNT"|||"08186"|||"AUTOVIA C-17 KM 20,5 KM. 20,5"|||"I"|||"2,263333"|||"41,608417"|||"15/05/2023 08:07"|||"1,679"|||""|||"1,739"|||""|||""|||"1,469"|||"1,539"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"dm"|||"L-S: 06:00-21:00"|||"L-S: 06:00-21:00 (A)"|||
"BARCELONA"|||"LLIÇÀ D'AMUNT"|||"LLIÇA D'AMUNT"|||"08186"|||"BV-1432 km 2,3"|||"I"|||"2,252639"|||"41,609778"|||"16/05/2023 14:14"|||"1,559"|||""|||""|||"1,759"|||""|||"1,369"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GASUIR"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"LLIÇÀ D'AMUNT"|||"LLIÇA D'AMUNT"|||"08186"|||"CARRETERA BV1435 KM. 8,7"|||"D"|||"2,235111"|||"41,626333"|||"16/05/2023 14:16"|||"1,539"|||""|||""|||""|||""|||"1,349"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GASUIR"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (D)"|||
"BARCELONA"|||"LLIÇÀ DE VALL"|||"LLIÇA DE VALL"|||"08185"|||"CALLE CAN NADAL, 4"|||"D"|||"2,247944"|||"41,589222"|||"15/05/2023 22:00"|||"1,623"|||""|||""|||"1,739"|||""|||"1,464"|||"1,524"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"LLIÇÀ DE VALL"|||"LLIÇA DE VALL"|||"08185"|||"AVENIDA DEL VALLES, 8"|||"D"|||"2,211000"|||"41,573500"|||"11/05/2023 20:06"|||"1,485"|||""|||""|||""|||""|||"1,275"|||"1,335"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"VILACARBURANTS"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"LLIÇÀ DE VALL"|||"LLIÇA DE VALL"|||"08185"|||"CARRETERA AVDA. DEL VALLES KM. 10"|||"I"|||"2,222583"|||"41,576194"|||"18/05/2023 00:00"|||"1,629"|||""|||""|||"1,759"|||""|||"1,439"|||"1,489"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"LLIÇÀ DE VALL"|||"LLIÇA DE VALL"|||"08185"|||"AVINGUDA PUIGCERDÀ, 8"|||"D"|||"2,255972"|||"41,583806"|||"18/05/2023 15:33"|||"1,509"|||""|||""|||""|||""|||"1,309"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"EASYGAS"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 00:00-06:00 (A), 06:00-22:00 (P), 22:00-23:59 (A)"|||
"BARCELONA"|||"LLIÇÀ DE VALL"|||"LLIÇA DE VALL"|||"08185"|||"CARRER LLEIDA CANTONADA C/ CAN GURRI, S/N"|||"N"|||"2,252611"|||"41,585583"|||"16/05/2023 10:00"|||""|||""|||""|||""|||""|||"1,284"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"SERTRANS"|||"R"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"LLINARS DEL VALLÈS"|||"LLINARS DEL VALLES"|||"08450"|||"AUTOPISTA AP 7 KM. 117"|||"I"|||"2,425611"|||"41,647972"|||"18/05/2023 18:20"|||"1,664"|||""|||""|||"1,804"|||""|||"1,474"|||"1,564"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 24H"|||"Sin datos"|||
"BARCELONA"|||"LLINARS DEL VALLÈS"|||"LLINARS DEL VALLES"|||"08450"|||"AUTOPISTA AP-7 KM. 117"|||"D"|||"2,425667"|||"41,646806"|||"18/05/2023 18:20"|||"1,669"|||""|||""|||"1,799"|||""|||"1,489"|||"1,579"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 24H"|||"Sin datos"|||
"BARCELONA"|||"LLINARS DEL VALLÈS"|||"LLINARS DEL VALLES"|||"08450"|||"AVINGUDA MAS BAGA, 1"|||"N"|||"2,404694"|||"41,640194"|||"18/05/2023 08:46"|||"1,639"|||""|||""|||"1,789"|||""|||"1,419"|||"1,509"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESTACIO SERVEI LLINARS"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MALGRAT DE MAR"|||"MALGRAT DE MAR"|||"08380"|||"CAMI DEL PLA, S/N, "|||"D"|||"2,751278"|||"41,649833"|||"16/05/2023 11:19"|||""|||""|||""|||""|||""|||""|||""|||"1,120"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"COOPERATIVA MALGRAT"|||"R"|||"dm"|||"L-V: 09:00-13:00 y 15:00-19:00; S: 09:00-13:00"|||"L-V: 09:00-13:00 (A), 15:00-19:00 (A); S: 09:00-13:00 (A)"|||
"BARCELONA"|||"MALGRAT DE MAR"|||"MALGRAT DE MAR"|||"08380"|||"CARRETERA N-II KM. 674,2"|||"D"|||"2,725722"|||"41,642111"|||"18/05/2023 00:00"|||"1,624"|||""|||""|||"1,756"|||""|||"1,429"|||"1,495"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MALGRAT DE MAR"|||"MALGRAT DE MAR"|||"08380"|||"CARRETERA N-II KM. 674,2"|||"I"|||"2,725528"|||"41,642528"|||"18/05/2023 00:00"|||"1,624"|||""|||"1,684"|||""|||""|||"1,429"|||"1,495"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MALGRAT DE MAR"|||"MALGRAT DE MAR"|||"08380"|||"AVENIDA COSTA BRAVA, 163"|||"D"|||"2,747528"|||"41,656278"|||"16/05/2023 00:00"|||"1,569"|||""|||""|||""|||""|||"1,379"|||"1,479"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MALLA"|||"MALLA"|||"08519"|||"HIPER ESCLAT. CTRA. C-17 km 55"|||"N"|||"2,243583"|||"41,882028"|||"18/05/2023 11:00"|||"1,439"|||""|||""|||""|||""|||"1,299"|||"1,349"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANLLEU"|||"MANLLEU"|||"08560"|||"FRANCESC PUGET, 2"|||"N"|||"2,296083"|||"42,004250"|||"15/05/2023 12:30"|||"1,399"|||""|||""|||"1,669"|||""|||"1,259"|||"1,349"|||"1,059"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"FEIXAS AULET"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANLLEU"|||"MANLLEU"|||"08560"|||"CARRETERA MANLLEU TORELLO KM. 1"|||"D"|||"2,279722"|||"42,008806"|||"18/05/2023 11:00"|||"1,439"|||""|||""|||""|||""|||"1,299"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CARRER DOLORS, 19"|||"N"|||"1,837722"|||"41,735944"|||"13/05/2023 09:41"|||"1,429"|||""|||""|||""|||""|||"1,269"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"U.S. MANRESA -GAS-OILS ROVIRA-"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE DE SALLENT, 91"|||"D"|||"1,844472"|||"41,741111"|||"15/05/2023 15:56"|||"1,399"|||""|||""|||""|||""|||"1,249"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GM OIL "|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (D)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE CARRETERA DE VIC, 230"|||"D"|||"1,840111"|||"41,733806"|||"15/05/2023 13:15"|||"1,579"|||""|||""|||"1,739"|||""|||"1,389"|||"1,449"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE CARRETERA DE VIC, 225"|||"I"|||"1,839917"|||"41,734139"|||"15/05/2023 13:14"|||"1,629"|||""|||""|||"1,769"|||""|||"1,439"|||"1,499"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE CR. CARDONA, 80/82"|||"N"|||"1,817083"|||"41,726389"|||"15/05/2023 02:39"|||"1,619"|||""|||""|||"1,761"|||""|||"1,409"|||"1,499"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BP OIL"|||"P"|||"dm"|||"L: 06:00-23:00"|||"L: 06:00-23:00 (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CARRETERA C-37 KM. 95,39"|||"D"|||"1,810333"|||"41,738139"|||"18/05/2023 00:00"|||"1,619"|||""|||""|||"1,769"|||""|||"1,389"|||"1,479"|||""|||""|||""|||""|||""|||""|||"0,949"|||""|||""|||""|||"PETROCAT"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE CTRA DE VIC, 163"|||"D"|||"1,835306"|||"41,731361"|||"18/05/2023 00:00"|||"1,609"|||""|||""|||"1,719"|||""|||"1,379"|||"1,429"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE MURALLA SANT FRANCESC, 54"|||"D"|||"1,820306"|||"41,721778"|||"18/05/2023 00:00"|||"1,609"|||""|||""|||"1,719"|||""|||"1,379"|||"1,429"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 06:00-00:00"|||"L-D: 06:00-00:00 (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE EDISON, 2"|||"D"|||"1,845750"|||"41,716722"|||"18/05/2023 00:00"|||"1,619"|||""|||""|||"1,761"|||""|||"1,409"|||"1,499"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BP BUFALVENT"|||"P"|||"OM"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CARRETERA C-55 KM. 24,9"|||"D"|||"1,839639"|||"41,694194"|||"18/05/2023 18:00"|||"1,639"|||""|||""|||"1,771"|||""|||"1,435"|||"1,535"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CARRETERA C-55 KM. 24,9"|||"I"|||"1,838806"|||"41,693833"|||"18/05/2023 18:00"|||"1,639"|||""|||"1,739"|||"1,771"|||""|||"1,435"|||"1,535"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"POLIGONO ELS DOLORS CL.SALLENT, 50"|||"N"|||"1,841806"|||"41,737278"|||"15/05/2023 10:30"|||"1,396"|||""|||""|||""|||""|||"1,256"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"BONAREA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE AGUSTI COLL, 18"|||"D"|||"1,849000"|||"41,724111"|||"15/05/2023 15:58"|||"1,539"|||""|||""|||""|||""|||"1,349"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"AVIA"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"CALLE DOCTOR FERRAN, 26"|||"D"|||"1,849639"|||"41,714444"|||"15/05/2023 15:00"|||""|||""|||""|||""|||""|||"1,329"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETROMIRALLES"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08240"|||"AVENIDA DELS DOLORS, 5"|||"N"|||"1,836667"|||"41,734250"|||"18/05/2023 14:14"|||"1,489"|||""|||"1,539"|||""|||""|||"1,319"|||"1,409"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"GALP"|||"P"|||"OM"|||"L-D: 06:00-22:00"|||"Sin datos"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08241"|||"CARRETERA DE MANRESA AL XUP KM. S/N"|||"D"|||"1,813750"|||"41,715500"|||"08/05/2023 13:14"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"0,943"|||""|||""|||""|||"REPSOL BUTANO"|||"P"|||"dm"|||"L-V: 08:00-15:00"|||"L-V: 08:00-15:00 (P)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08241"|||"CARRETERA VIC, CANTONADA C/CASTELLGALÍ KM. 0"|||"D"|||"1,844028"|||"41,736278"|||"18/05/2023 11:00"|||"1,439"|||""|||""|||""|||""|||"1,299"|||"1,349"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"ESCLATOIL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MANRESA"|||"MANRESA"|||"08241"|||"AVENIDA PIRELLI, 29"|||"N"|||"1,811222"|||"41,729389"|||"12/05/2023 20:47"|||"1,479"|||""|||""|||"1,669"|||""|||"1,279"|||"1,359"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETROSET"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MARTORELL"|||"MARTORELL"|||"08760"|||"CR N-2, 591,3"|||"D"|||"1,948361"|||"41,464778"|||"15/05/2023 06:22"|||"1,655"|||""|||""|||""|||""|||"1,455"|||"1,525"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CEPSA"|||"P"|||"dm"|||"L-D: 06:00-22:00"|||"L-D: 06:00-22:00 (A)"|||
"BARCELONA"|||"MARTORELL"|||"MARTORELL"|||"08760"|||"AVINGUDA COMPTE DEL LLOBREGAT, 35"|||"D"|||"1,915806"|||"41,484889"|||"15/05/2023 13:14"|||"1,529"|||""|||""|||""|||""|||"1,359"|||"1,386"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETROLOWCOST SL"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MARTORELL"|||"MARTORELL"|||"08760"|||"CARRETERA N-2 KM. 593,5"|||"I"|||"1,913083"|||"41,489222"|||"16/05/2023 09:55"|||"1,629"|||""|||""|||"1,779"|||""|||"1,409"|||"1,499"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"PETRONOR"|||"P"|||"dm"|||"L-V: 07:00-18:30; S: 08:30-14:00"|||"L-V: 07:00-18:30 (A); S: 08:30-14:00 (A)"|||
"BARCELONA"|||"MARTORELL"|||"MARTORELL"|||"08760"|||"CL PAU CLARIS, 13"|||"D"|||"1,927778"|||"41,475167"|||"18/05/2023 00:00"|||"1,629"|||""|||""|||"1,779"|||""|||"1,419"|||"1,489"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"REPSOL"|||"P"|||"OM"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MARTORELL"|||"MARTORELL"|||"08760"|||"CARRETERA NACIONAL II KM. 588"|||"N"|||"1,919500"|||"41,482111"|||"18/05/2023 10:44"|||"1,619"|||""|||""|||""|||""|||"1,399"|||"1,439"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"CARREFOUR"|||"P"|||"dm"|||"L-D: 24H"|||"L-D: 24H (A)"|||
"BARCELONA"|||"MARTORELL"|||"MARTORELL"|||"08760"|||"AVENIDA COMTE LLOBREGAT, 107"|||"D"|||"1,912722"|||"41,491111"|||"15/05/2023 12:49"|||"1,519"|||""|||""|||""|||""|||"1,309"|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||""|||"NIEVES"|||"P"|||"dm"|||"L-D: 24H"|||"L-V: 00:00-13:00 (D), 13:00-20:00 (A), 20:00-23:59 (D); S: 00:00-09:00 (D), 09:00-14:00 (A), 14:00-23:59 (D); D: 24H (D)"|||
